id,title,tenant_id,owner_person_id,creation_timestamp,state,description,goal,max_students,difficulty,completion_criteria,academic_session_id,project_type,tag_asg
id,title,tenant_id,owner_person_id,creation_timestamp,state,description,goal,max_students,difficulty,completion_criteria,academic_session_id,project_type,tag_asg
------+------------------------------------------------------------------------------------------------------------------------------------------------------+-----------+-----------------+------------------------+-------+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+---------------+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------+--------------+---------,,,,,,,,,,,,,
3014,Deep Learning on Low Power GPUs,ug4,1318,2019-01-10 14:44:50+00,0,(none),(none),1,(none),(none),6,0,f
3017,Modelling the behaviour of oligodendrocyte precursor cells,ug4,1318,2019-01-10 14:45:03+00,0,(none),(none),1,(none),(none),6,0,f
3020,Cybersecurity of biometric authentication,ug4,1318,2019-01-10 14:45:56+00,0,(none),(none),1,(none),(none),6,0,f
3022,An interactive pedagogical proof assistant for first-order logic,ug4,1318,2019-01-10 14:48:45+00,0,(none),(none),1,(none),(none),6,0,f
2660,Learning Logical Forms,ug4,1778,2018-02-15 21:28:37+00,1,"<p>One of the holy grails in computational linguistics is to achieve <br/>both the detailed levels of analyses that are only possible with <br/>hand-crafted grammars that support the construction of logical forms, <br/>while improving the robustness, and in particular, the coverage of such <br/>grammars. <br/>This project will address this goal by using supervised learning to <br/>acquire a mapping from natural language strings to their logical forms. <br/> </p><p><br/>We intend to use the Redwoods treebank for this purpose (Oepen et al, <br/>2002). This is a treebank containing sentences from scheduling <br/>dialogues, e-commerce emails, and tourism texts. Each utterance is <br/>annotated with all its possible linguistic analyses, as predicted by the<br/> English Resource Grammar (ERG, Flickinger, 2000), as well as a <br/>hand-picked preferred analysis. The syntactic analysis is based on HPSG,<br/> and there are several semantic representations that this HPSG supports, all of which are notational variants of each other.  Specifically, these include MRS (Copestake et al, 1999), DMRS (Copestake, 2009) and Semantic Dependencies (SDPs, See SEMEVAL 2015, task 18). <br/></p><p>The model we <br/>use to estimate logical forms from NL strings will not use features from<br/> the HPSG analysis, as we want the model to handle NL strings that <br/>receive no parse in the ERG.  Instead, you will adapt an existing model for learning mappings from NL strings to one of these semantic representations, using an existing model of your choice.  For instance, you could use the model of (Kwiatkowski, 2012), which has already been tested on much smaller corpora (e.g., the Geoquery corpus) to learn the MRS notations.  This model has already been used to learn logical forms look slightly different (e.g., they don't underspecify semantic scope).  <br/> </p><p>Kwiatkowski's model exploits the transparent<br/>syntax/semantics interface of CCG to learn string to logical form <br/>mappings.  In essence, the task of deriving a logical form for a <br/>sentence boils down to the task of supertagging.  But so far, this model<br/> has been tested on very simple linguistic phenomena on small corpora <br/>(Geoquery and ATIS).  These corpora don't contain several kinds of long <br/>distance dependencies that appear with relative frequency in Redwoods.  <br/>And although Geoquery contains a small number of sentences that feature <br/>control, the logical forms that are assigned to them abstract away from <br/>this.  So this project will test whether Kwiatkowski's model can scale to more complex NL phenomena. <br/></p><p>Adaptation<br/> of the model to the Redwoods treebank involves writing a CCG lexicon <br/>that supports underspecifying quantifier scope, in contrast to the model <br/>used for Geoquery and ATIS, where the target logical forms fully specify<br/> semantic scope. </p><p><br/>To evaluate the system we will use a combination of (a) an unseen <br/>portion of the Redwoods corpus (i.e., a set of strings which is covered <br/>by the ERG), and perhaps also (b) a set of NL examples which aren't covered by the <br/>ERG (e.g., <em>I man came in who I met</em>), for which we <br/>semi-automatically constrruct and MRS for representing its meaning.  We <br/>can use existing evaluation metrics for comparing RMRSs to MRSs for <br/>assessing the quality of the results of our model on this test corpus.</p>",To implement and test an existing model of semantic parsing on the Redwoods corpus,2,4 - Very Hard,The student should deliver the following: (i) the design of a model for learning logical forms; (ii) an implementation of this model; (iii) evaluation of the model against held-out test data from the Redwoods corpus.,6,0,f
2753,Automated Test Case Generation for OpenCL programs,ug4,1335,2018-02-23 13:01:55+00,1,<p>The project will require students to automatically generate test cases such that the the test cases achieve code coverage or input partition coverage over OpenCL programs. The LLVM framework is a good starting point to parse OpenCL. Open source OpenCL benchmarks such as parboil will be used for evaluation. </p><p><br/></p><p><br/></p>,To automatically generate test cases for OpenCL programs  (open source benchmarks) that is adequate with respect to code coverage or input partitions,1,3 - Hard,Automated test case generation for 10 OpenCL benchmarks showing coverage achieved.,6,0,f
2873,Modelling Biological Systems as Communicating Processes,ug4,1367,2018-03-03 16:24:34+00,1,"<p>The Continuous pi-Calculus (c-pi) is a process algebra for modelling behaviour and variation in biochemical systems.  Essentially, it is a programming language to describe interacting processes from molecular biology.  Key features are its expressive succinctness; a dynamic communication topology between process elements; and a mathematical semantics in ordinary differential equations (ODEs).<br/><br/>There is an accompanying <em>Logic of Behaviour in Context</em> (LBC) which expresses possible properties of these processes as they react over time.  Once a biological system has a description in c-pi, it is possible to automatically check whether or not it exhibits those properties: applying the technique of <em>model-checking</em> from hardware and software verification to investigate biochemistry.<br/><br/>This language and its logic are the subject of current research in Edinburgh, with examples from systems biology and tools for simulation and analysis.  There are multiple undergraduate and MSc students currently working on c-pi projects, and this project builds on those.<br/><br/>The goal of this project is to design and build continuous pi models for a range of biochemical systems, exploring the possibilities and limitations of the calculus. There is a small catalogue of existing models at <a href=""https://cpi-catalog.000webhostapp.com/index.php"" target=""_blank"">https://cpi-catalog.000webhostapp.com/index.php</a> : as well as adding to these, you might want to enhance its online presentation. This will help guide the further development of continuous pi, and you will have the opportunity to be involved in this ongoing research project.<br/><br/>Potential modelling domains include: inter- and intracellular signalling; regulatory cascades; metabolic pathways; and the endocrine system.  Finding suitable examples will involve surveying existing process algebra models of biological systems, as well as searching repositories of biochemical reactions for new systems for which the continuous pi-calculus may be particularly suited.  Large international repositories like <em>BioModels</em> are a natural place to start, as they are easily accessible on the web and hold descriptions for tens of thousands of models of biological systems.  The project is open-ended, and will require a fair amount of self-directed research in the literature and online databases.<br/><br/></p>","Build a suite of computational models of biochemical systems in the Continuous pi-Calculus, a programming language for biomolecular modelling.",1,Variable,"Two or more descriptions of biological processes expressed in continuous pi, with tables and graphs of their behaviour obtained using the existing simulation tools.",6,0,f
2732,Computational modelling of multi-state biomolecules involved in memory,ug4,1987,2018-02-22 14:56:54+00,1,"<p><i>This project would be jointly supervised with <a href=""http://melaniestefan.net/"" target="""">Melanie Stefan</a> in the Centre for Integrative Physiology, and would be an excellent introduction to applying new techniques of biological modelling to a complex biological system.<br/></i></p><p>When we learn, synapses in our brain get stronger. This strengthening is mediated by Calcium influx into the neuron at the receiving end of the synapse and the subsequent activation of a protein called Calcium/calmodulin-dependent kinase II (CaMKII). CaMKII regulates a number of postsynaptic proteins, ultimately leading to a change in the molecular composition of the synapse and the cellular microstructure around it (Lisman &amp; al., 2002). The regulation of CaMKII itself is fascinating: It is activated by another protein called Calmodulin (if Calmodulin is bound to Calcium), but it can also activate other instances of itself (by adding a phosphate group at a particular site) and thereby become Calmodulin-independent. This auto-activation is dependent on the structure of CaMKII, where six subunits form a ring, and each subunit in the ring can activate its neighbour. In addition, a CaMKII subunit can modify itself (by adding a phosphate group to another site) and thereby become inaccessible to calmodulin.<br/><br/>While we know a lot about the individual biochemical steps involved, a lot of questions remain to be answered: In particular, how do regulation and autoregulation events work together to regulate the overall function of an individual CaMKII molecule, or even a population of CaMKII molecules? This is an area where computational modelling can provide useful insights.<br/><br/>CaMKII is an example of a &#34;multi-state biomolecule&#34;, i.e. a molecule that can exist in a large number of possible, functionally different states. This results from combinatorial combinations of individual events or modifications that can happen (for instance, calmodulin binding and unbinding, phosphorylation at two different sites, conformational change, etc. - all of this for every subunit in a ring of six). Only in recent years have computational modelling techniques for biological applications caught up with this complexity. In particular, the advent of rule-based and particle-based modelling frameworks has made it possible, for the first time, to generate and explore detailed models of complex signalling molecules like CaMKII (Stefan &amp; al., 2014). Insights gained from modelling the 3D structure of CaMKII have been used to inform a model at the rule-based level (Stefan &amp; al. 2012).<br/><br/>In this project, you will use some of those modelling techniques to address an as yet unanswered question about CaMKII: Given the imbalance in concentrations, with CaMKII much more abundant than its activator calmodulin, how can a population of CaMKII molecules ever become activated at all, and does CaMKII autoregulation play a role in this context?</p>",To build a computational model of CaMKII using a rule-based modelling system.,1,2 - Moderate,A model of CaMKII in which there are two phosphorylation sites per subunit implemented in a rule-based language (e.g. Kappa or BNGL). Some results about CaM binding to this model under various conditions.,6,0,f
